transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue,hour,time_bucket
2195,2025,1900-01-01 19:59:02,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,19,Evening
2196,2025,1900-01-01 07:00:26,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,7,Morning
2197,2025,1900-01-01 07:06:34,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,7,Morning
2198,2025,1900-01-01 07:11:08,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,7,Morning
2199,2025,1900-01-01 07:13:10,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,7,Morning
2200,2025,1900-01-01 07:17:50,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,7,Morning
2201,2025,1900-01-01 07:18:44,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,7,Morning
2202,2025,1900-01-01 07:26:29,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,7,Morning
2203,2025,1900-01-01 07:30:10,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,7,Morning
2204,2025,1900-01-01 07:34:02,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,7,Morning
2205,2025,1900-01-01 07:42:52,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,7,Morning
2206,2025,1900-01-01 07:45:17,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,7,Morning
2207,2025,1900-01-01 07:56:15,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,7,Morning
2208,2025,1900-01-01 07:56:31,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,7,Morning
2209,2025,1900-01-01 08:01:10,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,8,Morning
2210,2025,1900-01-01 08:04:58,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,8,Morning
2211,2025,1900-01-01 08:08:13,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,8,Morning
2212,2025,1900-01-01 08:10:23,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,8,Morning
2213,2025,1900-01-01 08:15:00,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,8,Morning
2214,2025,1900-01-01 08:20:57,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,8,Morning
2215,2025,1900-01-01 08:20:57,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,8,Morning
2216,2025,1900-01-01 08:22:54,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,8,Morning
2217,2025,1900-01-01 08:23:13,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,8,Morning
2218,2025,1900-01-01 08:23:13,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,8,Morning
2219,2025,1900-01-01 08:23:41,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,8,Morning
2220,2025,1900-01-01 08:24:13,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,8,Morning
2221,2025,1900-01-01 08:25:59,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,8,Morning
2222,2025,1900-01-01 08:26:32,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,8,Morning
2223,2025,1900-01-01 08:27:37,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,8,Morning
2224,2025,1900-01-01 08:27:37,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,8,Morning
2225,2025,1900-01-01 08:28:00,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,8,Morning
2226,2025,1900-01-01 08:29:08,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,8,Morning
2227,2025,1900-01-01 08:32:59,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,8,Morning
2228,2025,1900-01-01 08:36:05,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,8,Morning
2229,2025,1900-01-01 08:36:36,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,8,Morning
2230,2025,1900-01-01 08:38:48,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,8,Morning
2231,2025,1900-01-01 08:42:24,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,8,Morning
2232,2025,1900-01-01 08:44:32,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,8,Morning
2233,2025,1900-01-01 08:44:47,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,8,Morning
2234,2025,1900-01-01 08:46:08,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,8,Morning
2235,2025,1900-01-01 08:46:08,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,8,Morning
2236,2025,1900-01-01 08:46:33,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,8,Morning
2237,2025,1900-01-01 08:48:56,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,8,Morning
2238,2025,1900-01-01 08:50:10,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,8,Morning
2239,2025,1900-01-01 08:50:22,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,8,Morning
2240,2025,1900-01-01 08:50:33,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,8,Morning
2241,2025,1900-01-01 08:52:48,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,8,Morning
2242,2025,1900-01-01 08:52:48,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,8,Morning
2243,2025,1900-01-01 08:57:11,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,8,Morning
2244,2025,1900-01-01 08:57:34,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,8,Morning
2245,2025,1900-01-01 08:59:33,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,8,Morning
2246,2025,1900-01-01 09:01:38,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,9,Morning
2247,2025,1900-01-01 09:01:38,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,9,Morning
2248,2025,1900-01-01 09:02:51,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,9,Morning
2249,2025,1900-01-01 09:04:55,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,9,Morning
2250,2025,1900-01-01 09:04:55,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,9,Morning
2251,2025,1900-01-01 09:12:44,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,9,Morning
2252,2025,1900-01-01 09:15:27,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,9,Morning
2253,2025,1900-01-01 09:16:18,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,9,Morning
2254,2025,1900-01-01 09:18:17,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,9,Morning
2255,2025,1900-01-01 09:20:54,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,9,Morning
2256,2025,1900-01-01 09:23:37,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,9,Morning
2257,2025,1900-01-01 09:26:10,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,9,Morning
2258,2025,1900-01-01 09:26:10,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,9,Morning
2259,2025,1900-01-01 09:26:54,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,9,Morning
2260,2025,1900-01-01 09:27:28,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,9,Morning
2261,2025,1900-01-01 09:27:52,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,9,Morning
2262,2025,1900-01-01 09:34:13,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,9,Morning
2263,2025,1900-01-01 09:38:01,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,9,Morning
2264,2025,1900-01-01 09:38:01,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,9,Morning
2265,2025,1900-01-01 09:41:47,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,9,Morning
2266,2025,1900-01-01 09:41:53,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,9,Morning
2267,2025,1900-01-01 09:44:03,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,9,Morning
2268,2025,1900-01-01 09:47:57,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,9,Morning
2269,2025,1900-01-01 09:54:34,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,9,Morning
2270,2025,1900-01-01 09:56:05,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,9,Morning
2271,2025,1900-01-01 10:08:29,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,10,Morning
2272,2025,1900-01-01 10:09:39,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,10,Morning
2273,2025,1900-01-01 10:09:39,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,10,Morning
2274,2025,1900-01-01 10:12:26,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,10,Morning
2275,2025,1900-01-01 10:16:59,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,10,Morning
2276,2025,1900-01-01 10:16:59,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,10,Morning
2277,2025,1900-01-01 10:20:39,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,10,Morning
2278,2025,1900-01-01 10:20:56,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,10,Morning
2279,2025,1900-01-01 10:20:56,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,10,Morning
2280,2025,1900-01-01 10:21:40,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,10,Morning
2281,2025,1900-01-01 10:22:27,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,10,Morning
2282,2025,1900-01-01 10:27:21,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,10,Morning
2283,2025,1900-01-01 10:30:15,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,10,Morning
2284,2025,1900-01-01 10:30:55,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,10,Morning
2285,2025,1900-01-01 10:31:18,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,10,Morning
2286,2025,1900-01-01 10:33:51,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,10,Morning
2287,2025,1900-01-01 10:33:53,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,10,Morning
2288,2025,1900-01-01 10:35:12,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,10,Morning
2289,2025,1900-01-01 10:36:55,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,10,Morning
2290,2025,1900-01-01 10:36:55,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,10,Morning
2291,2025,1900-01-01 10:37:45,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,10,Morning
2292,2025,1900-01-01 10:40:06,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,10,Morning
2293,2025,1900-01-01 10:40:16,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,10,Morning
2294,2025,1900-01-01 10:41:06,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,10,Morning
2295,2025,1900-01-01 10:46:52,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,10,Morning
2296,2025,1900-01-01 10:50:44,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,10,Morning
2297,2025,1900-01-01 10:50:46,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,10,Morning
2298,2025,1900-01-01 10:51:10,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,10,Morning
2299,2025,1900-01-01 10:51:10,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,10,Morning
2300,2025,1900-01-01 10:51:48,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,10,Morning
2301,2025,1900-01-01 10:56:39,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,10,Morning
2302,2025,1900-01-01 10:56:39,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,10,Morning
2303,2025,1900-01-01 11:02:04,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,11,Morning
2304,2025,1900-01-01 11:02:09,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,11,Morning
2305,2025,1900-01-01 11:02:54,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,11,Morning
2306,2025,1900-01-01 11:03:05,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,11,Morning
2307,2025,1900-01-01 11:06:45,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,11,Morning
2308,2025,1900-01-01 11:07:04,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,11,Morning
2309,2025,1900-01-01 11:07:21,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,11,Morning
2310,2025,1900-01-01 11:07:42,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,11,Morning
2311,2025,1900-01-01 11:07:53,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,11,Morning
2312,2025,1900-01-01 11:07:53,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,11,Morning
2313,2025,1900-01-01 11:12:35,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,11,Morning
2314,2025,1900-01-01 11:12:35,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,11,Morning
2315,2025,1900-01-01 11:13:31,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,11,Morning
2316,2025,1900-01-01 11:15:14,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,11,Morning
2317,2025,1900-01-01 11:15:59,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,11,Morning
2318,2025,1900-01-01 11:19:06,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,11,Morning
2319,2025,1900-01-01 11:20:52,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,11,Morning
2320,2025,1900-01-01 11:20:55,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,11,Morning
2321,2025,1900-01-01 11:21:19,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,11,Morning
2322,2025,1900-01-01 11:21:28,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,11,Morning
2323,2025,1900-01-01 11:22:59,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,11,Morning
2324,2025,1900-01-01 11:23:07,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,11,Morning
2325,2025,1900-01-01 11:23:29,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,11,Morning
2326,2025,1900-01-01 11:23:29,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,11,Morning
2327,2025,1900-01-01 11:23:46,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,11,Morning
2328,2025,1900-01-01 11:24:27,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,11,Morning
2329,2025,1900-01-01 11:24:27,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,11,Morning
2330,2025,1900-01-01 11:26:08,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,11,Morning
2331,2025,1900-01-01 11:26:08,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,11,Morning
2332,2025,1900-01-01 11:27:14,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,11,Morning
2333,2025,1900-01-01 11:27:58,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,11,Morning
2334,2025,1900-01-01 11:32:31,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,11,Morning
2335,2025,1900-01-01 11:33:32,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,11,Morning
2336,2025,1900-01-01 11:36:32,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,11,Morning
2337,2025,1900-01-01 11:37:05,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,11,Morning
2338,2025,1900-01-01 11:39:46,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,11,Morning
2339,2025,1900-01-01 11:41:40,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,11,Morning
2340,2025,1900-01-01 11:43:12,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,11,Morning
2341,2025,1900-01-01 11:46:21,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,11,Morning
2342,2025,1900-01-01 11:47:27,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,11,Morning
2343,2025,1900-01-01 11:48:51,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,11,Morning
2344,2025,1900-01-01 11:49:31,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,11,Morning
2345,2025,1900-01-01 11:51:26,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,11,Morning
2346,2025,1900-01-01 11:51:32,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,11,Morning
2347,2025,1900-01-01 11:51:47,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,11,Morning
2348,2025,1900-01-01 11:51:47,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,11,Morning
2349,2025,1900-01-01 11:53:49,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,11,Morning
2350,2025,1900-01-01 11:53:49,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,11,Morning
2351,2025,1900-01-01 11:55:47,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,11,Morning
2352,2025,1900-01-01 12:00:27,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,12,Afternoon
2353,2025,1900-01-01 12:01:03,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,12,Afternoon
2354,2025,1900-01-01 12:01:16,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,12,Afternoon
2355,2025,1900-01-01 12:04:18,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,12,Afternoon
2356,2025,1900-01-01 12:07:35,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,12,Afternoon
2357,2025,1900-01-01 12:08:26,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,12,Afternoon
2358,2025,1900-01-01 12:09:11,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,12,Afternoon
2359,2025,1900-01-01 12:11:04,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,12,Afternoon
2360,2025,1900-01-01 12:11:13,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,12,Afternoon
2361,2025,1900-01-01 12:11:13,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,12,Afternoon
2362,2025,1900-01-01 12:11:45,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,12,Afternoon
2363,2025,1900-01-01 12:11:47,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,12,Afternoon
2364,2025,1900-01-01 12:13:35,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,12,Afternoon
2365,2025,1900-01-01 12:13:57,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,12,Afternoon
2366,2025,1900-01-01 12:14:11,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,12,Afternoon
2367,2025,1900-01-01 12:14:16,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,12,Afternoon
2368,2025,1900-01-01 12:14:28,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,12,Afternoon
2369,2025,1900-01-01 12:16:00,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,12,Afternoon
2370,2025,1900-01-01 12:16:55,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,12,Afternoon
2371,2025,1900-01-01 12:18:01,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,12,Afternoon
2372,2025,1900-01-01 12:18:39,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,12,Afternoon
2373,2025,1900-01-01 12:19:01,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,12,Afternoon
2374,2025,1900-01-01 12:21:16,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,12,Afternoon
2375,2025,1900-01-01 12:21:21,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,12,Afternoon
2376,2025,1900-01-01 12:22:51,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,12,Afternoon
2377,2025,1900-01-01 12:24:25,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,12,Afternoon
2378,2025,1900-01-01 12:24:39,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,12,Afternoon
2379,2025,1900-01-01 12:25:14,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,12,Afternoon
2380,2025,1900-01-01 12:25:31,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,12,Afternoon
2381,2025,1900-01-01 12:26:29,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,12,Afternoon
2382,2025,1900-01-01 12:26:57,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,12,Afternoon
2383,2025,1900-01-01 12:28:08,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,12,Afternoon
